# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = prior_model
# start_datetime = 2024-05-10 14:43:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmpb4piadjj/cjld177g.json
# init = 2 (Default)
# random
#   seed = 123456
# output
#   file = /GA/Data-Analytics/lab5/samples/prior-20240510144355.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,alpha,theta,accidents.1,accidents.2,accidents.3,accidents.4,accidents.5,accidents.6,accidents.7,accidents.8,accidents.9,accidents.10
0,0,0.11255,0.0004509,1,4,1,2,0,3,0,3,4,6
0,0,1.0757,0.00494558,24,18,26,28,35,45,26,29,33,29
0,0,2.92725,0.00460954,24,17,31,39,35,30,45,34,37,35
0,0,2.53271,0.00496516,27,33,26,31,24,29,35,36,38,33
0,0,1.52327,0.00396882,13,18,25,17,22,23,24,17,40,32
0,0,2.47593,0.00349258,16,14,21,20,16,22,23,26,23,29
0,0,0.884774,0.00419,16,14,19,27,26,29,21,33,32,21
0,0,3.44197,0.00320825,19,19,19,26,22,26,31,23,17,25
0,0,2.81016,0.00297169,14,20,15,25,15,26,20,18,29,30
0,0,1.12708,8.2446e-05,3,1,1,1,4,1,1,1,5,5
0,0,1.71357,0.00384909,19,22,27,23,15,31,25,31,36,28
0,0,2.8344,0.00374987,20,19,20,25,18,41,23,19,34,18
0,0,0.874186,0.00663334,31,26,20,38,38,44,46,36,62,56
0,0,2.4723,0.0019725,6,13,13,15,10,13,17,19,14,10
0,0,2.10172,0.00573096,24,42,33,29,33,40,32,32,40,38
0,0,1.30063,0.00168383,9,7,12,11,14,10,6,8,15,16
0,0,2.578,0.00404847,14,24,29,21,29,23,24,32,27,27
0,0,1.21984,0.00461177,19,22,23,23,22,30,22,29,30,36
0,0,3.05784,0.00368391,16,23,23,32,24,29,32,26,21,29
0,0,2.42645,0.00468191,34,17,27,31,32,22,29,29,37,32
0,0,2.31298,0.00318653,10,17,16,17,23,20,17,23,27,33
0,0,1.38958,0.00416281,17,16,23,23,26,26,31,27,34,33
0,0,0.637815,0.00392142,18,16,31,21,25,24,24,20,31,35
0,0,2.89857,0.00461728,32,25,29,21,31,31,31,34,39,38
0,0,3.35753,0.00428311,18,19,24,23,31,36,28,29,32,30
0,0,2.38861,0.000937589,7,6,7,12,11,3,8,11,5,16
0,0,1.00078,0.00354225,15,16,14,15,20,19,24,22,39,34
0,0,0.021145,0.00668352,26,35,30,33,36,33,51,52,53,38
0,0,1.24367,0.00192642,7,10,7,9,18,14,13,16,19,10
0,0,3.49112,0.00307027,10,18,16,21,19,16,25,11,25,27
0,0,1.09812,0.0039385,16,16,27,24,13,25,21,22,32,40
0,0,3.18105,0.000997156,4,12,4,12,8,13,9,8,11,14
0,0,3.09056,0.00229632,12,13,14,8,13,29,20,12,18,17
0,0,-0.545161,0.00477565,19,24,21,31,30,26,30,29,33,30
0,0,1.68682,0.000781565,3,6,4,7,5,2,5,2,12,5
0,0,3.11193,0.00301305,11,16,15,23,19,24,24,23,22,31
0,0,1.36265,0.0045143,14,24,21,31,36,27,25,28,22,35
0,0,4.1974,0.00393269,20,23,25,20,28,29,33,26,23,25
0,0,0.947568,0.00218051,7,5,10,15,12,18,15,16,23,16
0,0,3.35522,0.00144715,9,14,9,12,7,7,11,10,16,10
0,0,3.24855,0.00478326,31,22,21,22,44,25,34,25,39,30
0,0,0.00366076,0.00114295,4,9,4,4,4,6,5,12,5,4
0,0,1.84045,0.00433538,11,22,21,29,21,35,22,31,32,30
0,0,2.35845,0.00161678,5,9,9,6,14,8,11,19,14,13
0,0,-0.876319,0.00225048,9,8,8,5,12,16,14,15,12,12
0,0,1.33013,0.00287499,8,15,20,18,21,23,16,25,22,21
0,0,2.36556,0.00389396,18,17,21,21,16,28,18,24,39,29
0,0,2.05281,0.000817514,6,3,7,9,4,9,4,7,9,8
0,0,3.01769,0.00268393,16,16,21,17,18,23,13,17,25,25
0,0,2.68207,0.00519092,30,23,32,32,38,36,23,42,31,38
0,0,2.08287,0.0048153,31,24,20,18,25,31,28,36,35,34
0,0,2.11509,0.00354782,19,16,24,21,39,24,24,18,29,33
0,0,2.18898,0.00529284,28,24,26,28,34,36,36,51,42,25
0,0,1.93376,0.00481358,18,24,25,30,20,24,31,37,29,32
0,0,1.08428,0.00295438,18,10,24,14,17,22,21,9,28,26
0,0,2.20672,0.00263265,15,14,16,22,18,20,27,22,20,17
0,0,0.385065,0.00425685,12,18,23,11,21,31,33,31,31,26
0,0,2.25496,0.000362264,4,7,6,2,7,8,6,9,5,2
0,0,1.62831,0.000184474,4,3,4,1,3,2,3,3,2,0
0,0,1.88103,0.00241048,16,10,13,16,13,14,10,20,26,22
0,0,0.952112,0.00259392,8,9,17,13,20,15,11,15,26,24
0,0,2.339,0.00181389,13,11,16,11,14,18,14,19,12,14
0,0,0.328071,0.00478238,19,16,25,29,30,27,33,30,33,24
0,0,0.662829,0.00425798,14,20,25,24,37,31,29,26,30,32
0,0,2.34286,0.00566557,27,37,29,42,46,39,37,38,57,52
0,0,1.22707,0.00367629,13,17,21,18,9,31,27,20,25,31
0,0,1.31862,0.000641337,3,2,5,5,7,3,4,5,3,7
0,0,1.91576,0.00233781,7,15,17,21,12,17,16,17,18,24
0,0,0.616786,0.000757244,4,4,4,4,6,7,11,7,6,6
0,0,1.82934,0.00424389,23,16,14,32,25,32,25,34,32,42
0,0,1.79558,0.00302854,9,12,23,16,21,18,13,15,17,26
0,0,1.22413,0.00117993,4,5,4,12,7,11,9,5,11,6
0,0,1.56776,0.00300718,11,14,17,20,10,19,22,20,20,22
0,0,2.73034,0.00167525,7,11,20,15,11,4,10,9,17,14
0,0,1.96203,0.00540432,17,23,22,28,30,31,33,32,40,47
0,0,0.822087,0.00202667,8,15,11,6,18,20,15,16,19,16
0,0,0.253346,0.000373782,1,3,2,3,2,3,3,2,8,1
0,0,2.11301,0.00128484,6,3,11,7,11,6,6,12,15,7
0,0,2.17826,0.00335284,17,12,21,21,25,31,18,20,28,25
0,0,2.92328,0.00179887,10,9,10,14,10,9,13,15,20,24
0,0,2.17794,0.00327593,14,14,18,17,14,25,17,27,29,26
0,0,2.00742,0.00336511,16,15,20,19,27,21,18,21,22,23
0,0,0.605845,0.00364237,13,14,14,21,24,29,20,23,34,26
0,0,-0.370882,0.00187694,6,8,13,12,13,9,12,9,15,11
0,0,3.98867,0.00180603,9,10,8,14,16,14,12,15,12,11
0,0,1.70886,0.00279305,6,15,21,20,11,17,19,24,26,18
0,0,3.22123,0.00186377,6,8,9,11,16,12,13,13,23,21
0,0,1.90607,0.00152631,16,9,11,11,10,16,11,13,12,9
0,0,2.04236,0.0010474,3,7,7,5,5,8,9,8,6,16
0,0,1.49001,0.00387487,20,22,16,17,22,21,26,25,27,33
0,0,3.5164,0.0050928,27,22,29,37,33,46,49,33,40,34
0,0,3.52693,0.00400414,16,25,26,24,25,35,28,31,42,42
0,0,1.60197,0.00184085,7,15,11,11,12,9,17,12,12,12
0,0,0.997806,0.00243626,7,7,13,14,22,15,14,18,16,22
0,0,2.90309,0.0041652,25,22,23,26,14,19,16,38,29,26
0,0,2.69024,0.00217797,17,14,15,22,13,19,13,10,24,14
0,0,0.471469,0.00453713,14,27,26,25,29,27,34,21,36,31
0,0,3.05456,0.00345861,18,14,23,25,20,21,25,27,27,24
0,0,1.80888,0.00430552,16,19,30,30,29,28,27,30,26,43
0,0,1.93251,0.00106579,6,10,6,9,10,8,7,11,12,9
0,0,4.03113,0.00185099,11,12,12,10,7,10,14,19,15,15
0,0,3.84782,0.00310725,22,16,21,13,19,27,20,24,21,26
0,0,3.52854,0.00269781,9,22,13,8,21,21,25,20,24,16
0,0,2.24782,0.00651009,20,27,23,39,51,50,35,57,56,53
0,0,0.56416,0.00213973,10,15,14,10,14,11,12,11,13,17
0,0,0.753807,0.00135691,8,9,12,10,5,7,9,5,11,8
0,0,1.78159,0.00538135,27,28,27,28,22,25,17,43,45,38
0,0,1.43346,0.00174501,14,7,9,10,17,5,11,8,11,11
0,0,1.60338,0.00400361,13,15,17,21,25,21,31,33,30,25
0,0,1.33357,0.000142439,0,1,2,1,1,1,1,0,3,3
0,0,1.72347,0.00508093,24,26,25,25,43,30,31,26,47,40
0,0,-0.627283,0.000282456,1,0,2,1,1,1,1,0,0,1
0,0,0.920376,0.00171573,8,9,6,9,8,6,15,10,16,7
0,0,3.4425,0.00311325,21,15,30,30,29,27,18,25,34,25
0,0,2.8803,0.00236764,18,8,12,13,17,14,12,14,17,20
0,0,-0.331942,0.00275157,10,13,7,17,21,18,20,10,15,13
0,0,1.11467,0.00484551,26,24,23,28,30,27,32,26,41,35
0,0,0.169697,0.00348349,13,9,11,26,17,27,19,27,21,20
0,0,1.98539,0.00265287,9,12,13,19,20,18,19,20,23,31
0,0,2.15511,0.00439014,19,23,25,18,16,31,22,31,40,40
0,0,1.48671,0.00240973,10,8,16,11,13,16,14,18,18,20
0,0,1.17913,0.0030216,12,10,18,18,19,16,12,17,26,25
0,0,1.68146,0.00314486,18,15,14,21,21,13,24,29,28,25
0,0,2.74563,0.00630785,28,16,28,39,33,34,35,38,44,53
0,0,2.089,0.000465234,5,5,6,4,2,5,5,5,4,8
0,0,1.54099,0.00164146,12,8,11,10,19,7,19,11,18,10
0,0,2.36836,0.00244922,14,12,14,13,23,15,18,15,21,15
0,0,2.71741,0.00225772,15,13,21,23,14,14,14,15,17,22
0,0,0.934659,0.00194081,9,14,17,8,13,15,9,15,11,12
0,0,2.81749,0.000424718,4,6,0,5,5,9,5,3,6,8
0,0,1.86235,0.00424222,14,17,22,23,29,27,19,35,44,36
0,0,2.11248,0.00298849,7,16,12,18,29,20,27,22,25,16
0,0,2.22431,0.00455085,23,22,20,35,33,31,23,22,36,36
0,0,1.66742,0.000550021,6,4,6,6,4,3,3,7,4,4
0,0,2.29874,0.00399266,17,25,22,36,36,48,25,32,28,29
0,0,2.55488,0.000263467,1,6,3,3,4,6,2,8,5,4
0,0,2.30622,0.00548935,15,29,33,38,29,35,28,44,37,41
0,0,2.64279,0.00206661,4,14,11,8,17,13,14,16,13,16
0,0,0.716595,0.00195146,8,13,8,10,13,19,9,14,7,14
0,0,0.927421,0.000887461,8,4,3,5,8,6,6,9,9,9
0,0,1.98626,0.00199351,12,7,18,16,5,14,12,14,14,13
0,0,2.92574,0.00704396,22,26,30,45,53,48,37,48,50,40
0,0,0.0602011,0.00342238,16,18,19,11,14,20,21,21,28,20
0,0,0.945176,0.00321426,9,19,16,24,18,19,23,20,38,19
0,0,0.840777,0.00226564,9,12,10,10,9,9,16,19,17,16
0,0,2.20282,0.00292974,11,15,14,24,26,19,24,20,24,24
0,0,1.75572,0.00362522,15,17,11,20,16,28,39,36,28,24
0,0,2.27751,0.00348276,10,16,14,16,32,17,16,36,26,34
0,0,0.165853,0.00019295,0,0,0,2,1,0,2,1,4,2
0,0,2.83551,0.00236617,8,9,18,19,10,21,11,20,20,27
0,0,2.44823,0.00490942,19,27,25,28,27,33,33,43,43,44
0,0,1.93237,0.00448088,19,18,21,38,34,25,22,21,38,34
0,0,1.86356,0.00115274,10,8,8,9,6,9,10,15,8,8
0,0,1.90823,0.00400325,20,22,20,29,20,27,23,25,26,31
0,0,1.35842,0.00331889,17,18,17,18,16,16,19,24,25,17
0,0,-0.814485,0.00464828,17,19,22,26,21,24,29,33,30,27
0,0,0.922924,0.00322743,16,19,23,21,22,26,20,20,24,25
0,0,4.40183,0.00187855,10,14,11,14,14,18,12,8,30,19
0,0,2.5599,0.000850453,11,3,7,8,6,7,5,5,12,6
0,0,1.42433,0.00241238,10,10,13,9,12,13,16,13,23,17
0,0,0.662944,0.00499563,29,26,26,29,29,43,27,25,37,34
0,0,0.788134,0.00413966,15,18,18,19,25,36,29,24,26,22
0,0,1.23268,0.00488566,24,29,31,21,35,30,24,32,30,36
0,0,1.67835,0.00364269,17,20,24,27,34,30,20,26,23,41
0,0,0.0990334,0.00047569,1,3,2,3,2,4,4,7,3,1
0,0,0.796181,0.00336159,6,20,19,20,19,21,21,26,23,25
0,0,3.35792,0.004132,20,21,24,21,26,27,35,31,32,30
0,0,2.20928,0.00257828,12,17,9,19,19,9,21,14,20,22
0,0,3.39988,0.00431003,23,21,18,27,27,25,22,28,34,32
0,0,0.895017,0.00218906,5,10,9,13,10,21,8,10,23,13
0,0,1.95824,0.00445275,16,20,19,18,42,26,23,29,29,25
0,0,1.28236,0.00338092,15,16,14,24,22,20,24,23,25,23
0,0,1.38034,0.00152891,4,6,9,12,15,10,8,7,17,13
0,0,1.32882,0.00424436,17,17,25,20,18,30,31,19,30,33
0,0,2.75332,0.00321623,12,24,25,13,24,20,20,22,32,25
0,0,1.29699,0.00348544,15,10,12,17,25,11,19,19,27,27
0,0,1.62224,0.00471614,20,24,22,25,25,29,33,33,27,38
0,0,1.45874,0.00210393,9,11,11,20,17,8,10,13,19,21
0,0,2.01788,0.0039647,24,19,19,23,28,31,29,26,43,27
0,0,1.71586,0.00155424,8,15,2,7,6,14,8,4,8,16
0,0,1.68472,0.00342158,14,15,14,21,18,20,23,16,24,25
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,3.92221,0.00487562,22,17,21,41,36,33,33,25,42,51
0,0,2.32631,0.00244816,14,11,13,18,17,21,15,18,20,21
0,0,3.06698,0.00516762,27,16,30,26,35,39,26,50,44,36
0,0,2.4944,0.00427513,22,25,27,23,21,30,37,26,34,30
0,0,0.946297,0.00189285,4,13,12,4,8,15,16,12,13,21
0,0,2.53667,0.00226295,7,18,14,12,14,14,12,9,20,9
0,0,1.19235,0.0025819,6,15,16,15,19,17,22,23,24,17
0,0,1.1188,0.00357696,13,13,19,26,26,26,23,22,37,21
0,0,1.56911,0.00327348,20,14,15,19,27,26,20,15,34,25
0,0,2.58736,0.00358144,11,17,21,26,20,21,33,27,30,21
0,0,2.39289,0.00484175,21,23,26,33,28,33,32,32,46,37
0,0,2.54535,0.00269898,7,14,15,17,23,18,17,14,21,23
0,0,3.24079,0.00149726,9,8,9,11,12,6,10,15,11,12
0,0,1.78767,0.00449383,17,16,23,32,25,29,24,31,39,26
0,0,1.7643,0.00352298,15,16,24,21,25,24,29,20,21,36
0,0,3.83338,0.00550653,24,21,33,29,43,39,35,31,44,38
0,0,0.715644,0.00286528,9,9,12,16,11,14,14,18,29,16
0,0,2.19924,0.00158887,9,9,9,10,13,12,9,9,11,12
0,0,1.64109,0.00421482,22,18,35,28,33,31,25,29,35,35
0,0,0.650806,0.00283874,16,7,24,17,20,22,20,21,19,23
0,0,-0.597326,0.00147576,5,5,7,8,2,10,7,8,9,3
0,0,2.36358,0.00470916,22,21,23,27,30,27,31,39,47,29
0,0,2.14445,0.000277577,1,4,3,7,3,5,5,2,4,3
0,0,1.75329,0.00249923,13,12,14,15,11,24,12,19,25,18
0,0,1.72101,0.00369401,15,22,24,20,31,23,14,17,39,31
0,0,2.62994,0.00227956,15,8,17,18,14,12,19,17,20,15
0,0,3.08319,0.00367487,21,17,25,17,23,18,26,21,30,38
0,0,4.23221,0.00419612,25,24,29,34,26,23,22,32,35,48
0,0,-0.373649,0.000286468,1,0,1,1,0,2,2,1,1,2
0,0,2.81115,0.00417966,16,23,26,37,29,27,34,33,36,44
0,0,2.58428,0.00181563,11,11,14,6,16,12,15,13,21,21
0,0,3.4973,0.00295052,13,11,20,13,22,21,20,17,30,27
0,0,0.778698,0.00590581,33,28,28,34,41,40,40,33,46,55
0,0,1.00259,0.00292709,10,10,19,15,16,15,12,28,17,22
0,0,2.23853,0.00445506,12,18,20,25,28,25,40,27,31,23
0,0,2.39558,0.00186457,6,14,12,13,18,11,11,8,20,15
0,0,2.22013,0.00282975,18,18,16,21,29,24,18,22,29,29
0,0,2.51836,0.00486185,21,28,26,43,43,33,21,38,33,37
0,0,1.34015,0.000880207,0,5,9,6,8,2,4,7,9,11
0,0,2.00661,0.00352123,21,14,18,35,24,23,31,20,33,41
0,0,2.52732,0.00297121,17,13,12,19,26,20,33,17,17,17
0,0,0.282159,0.00386561,13,8,17,19,30,29,25,20,27,23
0,0,2.47458,0.00179857,4,16,13,14,11,15,11,14,8,15
0,0,2.01459,0.00410525,16,16,20,28,28,29,21,30,28,30
0,0,1.71466,0.00461497,17,21,23,24,26,34,30,29,43,35
0,0,0.826642,0.00164422,11,16,8,9,10,10,11,8,9,12
0,0,2.82252,0.00272693,21,12,16,12,19,18,20,22,24,19
0,0,2.30892,0.00347879,15,19,17,22,28,23,26,32,33,33
0,0,1.86196,0.00245076,15,10,12,12,13,17,27,17,14,18
0,0,1.98633,0.00425697,17,13,22,31,21,31,21,22,38,27
0,0,1.94587,0.00349008,14,10,25,25,31,26,29,23,23,25
0,0,1.28526,0.00451677,26,23,17,28,32,26,44,27,35,35
0,0,1.37641,0.00108685,3,10,4,5,4,7,8,9,8,11
0,0,3.03118,0.00526844,12,26,28,34,37,22,33,45,39,33
0,0,4.28253,0.00346918,18,24,23,38,29,23,25,17,24,32
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,1.52853,0.00168537,8,7,7,12,10,13,12,15,23,12
0,0,0.947193,0.00408508,11,20,24,36,23,30,26,23,32,24
0,0,0.69922,0.00236817,7,14,14,6,14,15,15,17,24,15
0,0,2.62698,0.00613792,27,23,34,48,44,54,35,55,50,53
0,0,1.21212,0.00381778,19,20,15,22,16,24,28,29,32,31
0,0,1.60866,0.00259851,9,11,18,15,13,12,23,18,18,25
0,0,2.06403,0.00290132,5,13,16,22,20,12,15,18,22,16
0,0,3.06427,0.00284517,15,11,28,19,24,23,14,19,18,32
0,0,3.04184,0.0038204,15,15,25,26,36,29,25,20,28,28
0,0,3.55144,0.00305885,13,17,28,19,18,19,26,22,17,34
0,0,1.2873,0.00179426,13,11,13,16,21,14,7,13,17,19
0,0,3.22436,0.00218836,16,13,18,20,12,19,19,22,26,16
0,0,1.63921,0.00389307,17,17,18,25,19,26,24,23,46,28
0,0,0.457415,0.00321291,12,19,14,26,17,19,25,15,13,21
0,0,3.05831,0.00462765,17,28,24,23,34,35,37,37,41,33
0,0,-0.00409279,0.0041522,14,20,13,15,18,20,17,20,33,32
0,0,0.944562,0.00207799,10,9,11,12,18,10,15,18,20,9
0,0,4.48105,0.00313166,15,20,19,27,27,19,18,30,23,27
0,0,1.33033,0.00385375,12,19,23,23,20,19,23,19,38,27
0,0,3.14663,0.00413285,19,18,21,33,24,24,24,32,36,41
0,0,1.22783,-0.000159781,1,0,0,0,0,0,1,0,0,0
0,0,3.86812,0.00336298,16,25,25,22,30,29,28,29,40,24
0,0,1.38039,0.00582425,16,32,33,25,41,30,34,42,38,31
0,0,2.01089,0.00436976,21,21,23,31,35,25,40,32,35,33
0,0,1.84357,0.00208786,12,7,12,11,16,14,17,13,15,18
0,0,1.08529,0.0012533,7,7,13,5,10,10,5,6,11,12
0,0,0.577347,0.00167038,2,3,7,11,5,13,12,11,12,14
0,0,1.01784,0.00189585,16,7,12,13,7,9,12,9,14,18
0,0,0.00346741,0.00316947,9,10,17,14,13,18,11,15,24,25
0,0,3.51325,0.00382017,26,26,17,23,28,19,23,36,42,26
0,0,3.33462,0.00546096,25,36,31,29,25,37,36,38,39,39
0,0,1.86582,0.00202803,9,10,12,7,14,19,16,10,15,11
0,0,3.62684,0.00116601,7,6,7,10,9,9,20,16,15,10
0,0,0.964079,0.00520758,18,19,24,26,26,37,20,26,35,49
0,0,0.556727,0.00491152,19,26,28,27,34,35,29,24,34,37
0,0,2.86906,0.00428718,29,21,26,23,26,29,25,29,44,27
0,0,3.24569,0.00158276,12,6,17,17,8,10,10,12,21,18
0,0,1.93181,0.00532603,23,13,26,28,30,24,25,40,54,44
0,0,1.67992,0.0046557,16,18,22,20,35,31,24,31,41,39
0,0,2.16336,0.00423785,23,17,30,19,24,24,32,23,24,33
0,0,1.16586,0.00375177,16,17,17,20,23,22,21,30,36,23
0,0,1.56785,0.00317848,15,16,18,24,13,16,20,21,26,32
0,0,1.04932,0.0029533,8,10,12,16,20,20,15,25,18,24
0,0,1.25813,0.00442505,20,21,19,20,35,30,29,37,25,28
0,0,3.3313,0.00384177,16,21,28,21,20,21,23,33,26,36
0,0,2.30714,0.00356302,11,15,23,18,27,25,19,21,27,40
0,0,2.57512,0.00206469,7,8,8,11,10,6,12,6,17,15
0,0,3.36451,0.00178204,13,10,8,11,14,8,14,13,15,12
0,0,2.08637,0.00309447,8,23,12,25,16,24,29,15,21,31
0,0,4.3791,0.00439663,25,29,30,31,22,30,25,41,36,32
0,0,1.59611,0.00218478,11,6,11,22,5,11,18,16,21,9
0,0,2.51686,0.00538066,19,24,21,26,31,30,22,46,42,28
0,0,2.54019,0.00318219,23,16,21,21,19,29,24,25,28,20
0,0,-0.0544808,0.00450344,19,18,22,17,26,33,30,28,31,38
0,0,1.47189,0.00245093,14,13,13,14,19,12,20,16,24,20
0,0,1.44577,0.00357671,14,16,26,14,25,18,30,31,30,25
0,0,3.53069,0.00429823,25,22,23,15,27,39,24,30,31,34
0,0,-0.0393749,0.0020614,13,9,10,15,15,7,14,8,14,17
0,0,1.99575,0.00291073,19,21,22,24,27,11,15,21,26,24
0,0,2.98399,0.0047385,18,31,25,26,33,27,29,39,40,35
0,0,2.96457,0.00607373,27,20,41,34,36,44,42,36,45,63
0,0,3.62446,0.00268615,16,17,18,14,21,17,27,21,22,28
0,0,2.4107,0.0019852,4,11,11,11,14,10,16,15,20,25
0,0,1.66237,0.00553123,23,21,25,35,47,31,35,34,41,35
0,0,1.78991,0.00382841,15,14,18,23,19,23,22,22,28,31
0,0,1.19345,0.000634785,4,4,8,4,3,6,6,8,5,7
0,0,2.83308,0.00171552,10,12,13,10,21,10,13,9,13,13
0,0,1.17866,0.000732042,3,2,3,8,4,4,6,10,4,4
0,0,0.0343322,0.00348615,15,14,9,17,16,21,22,24,30,28
0,0,3.80004,0.00290924,14,24,15,16,20,23,19,15,32,33
0,0,-0.833028,0.000719718,4,3,5,1,3,5,4,6,7,3
0,0,2.60509,0.00475541,25,20,31,28,28,43,32,19,31,29
0,0,1.98089,0.00440083,17,33,27,28,29,35,28,24,28,34
0,0,2.86996,0.00255951,10,11,20,10,21,21,14,16,29,21
0,0,1.90095,0.00216077,10,6,12,17,9,19,16,16,22,17
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,0.685317,0.00579987,26,32,32,33,36,39,36,33,39,46
0,0,1.03362,0.00526512,27,20,26,36,30,29,20,40,46,30
0,0,1.94806,0.00148232,8,10,8,6,12,17,11,13,10,9
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,2.97096,0.0025203,14,10,22,11,20,16,16,17,22,16
0,0,1.56351,0.00305417,8,13,12,15,21,16,23,22,23,20
0,0,3.37959,0.00223315,13,12,14,14,17,16,20,10,15,15
0,0,2.29793,0.0041706,18,14,32,30,29,27,29,28,18,24
0,0,2.55592,0.00188982,13,12,14,20,12,12,7,18,23,14
0,0,-0.398035,0.00572459,14,20,23,36,31,28,37,32,49,36
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,1.61014,0.00302176,9,13,17,22,17,16,19,18,18,14
0,0,-0.463032,0.00403303,13,21,20,24,21,27,24,23,30,31
0,0,0.851226,0.00461233,15,19,35,26,32,26,22,22,36,34
0,0,1.82716,0.00189528,10,6,16,15,12,21,11,11,18,20
0,0,1.51609,0.00282189,11,16,17,22,14,17,13,16,25,29
0,0,1.39022,0.00114839,9,12,10,7,9,10,7,8,14,10
0,0,2.70809,0.00448228,19,26,34,34,23,47,32,42,43,31
0,0,3.00498,0.0034956,16,13,22,25,19,28,26,32,35,30
0,0,1.59733,0.00218397,13,14,20,15,22,16,18,16,11,19
0,0,1.2131,0.00227549,9,9,19,13,9,9,10,15,13,18
0,0,1.12107,0.00281507,11,8,17,20,16,18,23,18,21,31
0,0,0.639279,0.00506601,26,25,34,23,32,34,18,28,32,31
0,0,1.46382,0.00463371,18,29,38,28,30,24,29,31,30,35
0,0,0.576934,0.00364211,15,15,13,18,22,25,20,26,22,31
0,0,1.65221,0.00424215,20,15,24,28,27,29,33,24,28,35
0,0,1.61252,0.000873526,5,6,7,10,5,6,4,3,11,10
0,0,1.47278,0.00349667,18,15,19,17,22,20,19,19,32,26
0,0,2.14217,0.00583819,23,23,36,34,32,38,40,39,52,38
0,0,2.87747,0.00443378,15,17,29,19,28,35,31,41,32,35
0,0,0.248083,0.00257884,10,9,16,5,19,12,23,19,22,14
0,0,3.91838,0.00396311,21,24,26,33,27,31,25,21,23,31
0,0,0.802598,0.00323524,16,22,15,17,19,20,22,25,37,20
0,0,2.2685,0.00420558,16,25,21,29,29,26,29,33,37,33
0,0,1.11558,0.00256903,7,13,17,18,14,17,19,18,19,16
0,0,0.612625,0.00286447,12,22,13,18,20,16,18,10,18,19
0,0,4.56372,0.00285768,18,27,16,22,18,19,15,22,24,26
0,0,4.14809,0.00322669,14,19,20,29,18,30,27,29,31,27
0,0,2.01831,0.00224938,8,11,16,23,17,12,8,23,18,15
0,0,2.28862,0.00114865,9,10,9,13,10,10,9,9,7,10
0,0,2.98317,0.00292549,16,10,16,18,21,23,20,21,24,26
0,0,3.02573,0.00569054,20,25,32,39,40,46,49,41,46,39
0,0,2.88093,0.000205024,3,1,4,5,1,7,3,4,3,2
0,0,2.17207,0.00427836,12,29,21,11,23,34,30,21,31,35
0,0,1.77167,0.00325372,12,20,17,27,28,26,19,18,30,28
0,0,3.69632,0.0022796,14,14,15,11,14,14,17,10,22,13
0,0,3.18932,0.0031744,17,14,17,18,16,20,31,24,42,25
0,0,3.8932,0.00136587,7,18,17,9,10,8,6,15,15,13
0,0,2.14688,0.00329412,18,16,17,22,23,20,24,21,21,25
0,0,0.62418,0.0012865,2,6,9,9,10,6,9,8,4,8
0,0,2.48682,0.00564377,21,29,29,40,36,35,39,35,49,39
0,0,0.785267,0.00472585,21,19,21,25,30,23,39,24,34,32
0,0,1.43048,0.00199724,12,17,12,12,18,12,16,8,8,22
0,0,1.70886,0.00307197,15,17,14,14,16,25,18,26,37,24
0,0,2.8131,0.000670608,11,7,4,8,9,5,10,7,6,8
0,0,3.67598,0.00333375,20,23,18,14,21,20,24,26,28,30
0,0,2.44702,0.00474321,16,22,23,30,37,32,30,40,32,39
0,0,0.418591,0.00210827,9,9,10,9,6,10,18,15,18,9
0,0,1.84194,0.00341139,17,11,22,23,17,23,24,26,27,27
0,0,1.46057,0.00263921,10,12,19,14,17,16,23,20,18,29
0,0,1.82249,0.00330629,11,12,25,18,17,24,27,19,28,35
0,0,1.24181,0.00490221,22,24,24,18,29,29,24,27,37,47
0,0,4.38599,0.00317841,19,22,12,17,26,25,22,27,21,31
0,0,1.08588,0.00394366,12,25,28,26,27,17,20,26,40,23
0,0,2.15528,0.000911236,6,5,6,8,7,3,9,8,10,6
0,0,2.8557,0.000291403,5,5,3,3,3,3,7,6,4,4
0,0,3.583,0.00368758,19,16,26,24,25,26,28,28,41,27
